id,dia_0,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,dia_7,miembros
1374,4,1,3,53,26,31,2,10,3
1375,32,41,44,18,38,63,12,24,5
1376,94,7,38,14,90,45,71,10,3
1377,18,75,9,24,34,1,52,88,6
1378,73,26,95,68,61,54,19,3,3
1379,23,93,5,39,15,1,14,19,4
1380,80,25,54,89,61,42,19,3,5
1381,52,43,19,46,12,82,1,44,7
1382,3,67,54,41,46,31,5,40,4
1383,26,40,29,92,69,61,68,1,3
1384,59,62,56,74,29,47,12,21,2
1385,87,33,52,28,95,26,71,14,3
1386,10,29,75,17,77,67,45,21,4
1387,5,48,54,68,38,53,85,69,4
1388,63,45,4,5,12,82,17,30,2
1389,74,51,54,1,61,45,3,38,5
1390,42,72,95,4,93,1,24,10,5
1391,74,94,61,1,14,75,23,52,6
1392,53,42,61,1,82,40,22,75,4
1393,11,60,29,87,88,3,32,56,4
1394,38,52,8,39,88,18,1,56,7
1395,17,66,1,2,3,32,100,10,2
1396,90,86,74,60,19,3,8,4,7
1397,2,54,50,90,96,13,40,75,7
1398,1,73,10,38,57,47,77,40,2
1399,59,19,43,16,32,71,12,89,3
1400,22,48,25,60,80,39,17,38,5
1401,10,87,1,4,26,53,3,72,4
1402,59,61,13,28,32,20,10,94,4
1403,87,12,23,63,19,5,89,83,4
1404,27,32,87,5,36,46,52,61,7
1405,53,56,17,23,19,38,12,74,4
1406,26,24,18,12,45,90,94,72,4
1407,44,95,87,66,24,27,34,62,3
1408,45,67,39,51,19,24,13,31,3
1409,95,74,75,19,4,46,14,21,5
1410,53,1,25,20,87,50,42,26,5
1411,54,19,29,11,66,88,51,1,6
1412,1,86,39,3,66,45,60,37,4
1413,1,86,32,18,33,19,54,94,5
1414,89,48,60,34,65,21,17,19,4
1415,18,97,82,38,3,33,60,47,3
1416,3,80,24,33,20,47,22,39,7
1417,73,46,12,52,39,77,10,3,4
1418,42,86,3,91,47,35,5,40,5
1419,9,19,1,87,2,50,94,74,2
1420,59,70,25,28,31,9,53,87,8
1421,23,27,32,46,28,61,83,26,6
1422,91,16,26,32,11,4,52,24,8
1423,2,46,4,31,26,11,49,81,3
1424,38,51,37,12,40,99,53,42,2
1425,80,82,95,90,4,42,75,3,2
1426,43,53,40,4,81,26,11,48,3
1427,32,10,43,70,80,46,81,89,5
1428,32,3,14,16,66,13,60,48,3
1429,31,88,4,63,1,17,5,26,5
1430,20,88,1,54,75,34,38,44,6
1431,49,4,6,50,53,8,5,100,4
1432,33,1,3,89,19,95,28,25,3
1433,100,1,53,88,11,41,60,74,3
1434,16,22,61,99,59,49,5,77,3
1435,68,99,82,14,1,57,13,73,3
1436,96,1,49,95,69,32,48,30,8
1437,47,31,4,1,28,89,53,54,4
1438,7,89,19,45,95,5,1,33,3
1439,69,32,26,12,10,1,5,66,4
1440,23,81,89,96,66,87,31,25,5
1441,17,46,81,88,1,37,24,68,4
1442,12,26,11,47,10,9,1,42,4
1443,3,11,10,12,60,17,73,87,2
1444,81,45,42,88,47,9,82,10,5
1445,46,81,35,38,58,61,96,1,3
1446,7,32,80,12,89,46,25,1,3
1447,11,74,52,6,51,45,18,5,5
1448,89,74,36,52,95,47,19,5,4
1449,51,39,5,11,19,82,28,17,6
1450,66,1,68,42,19,31,60,52,4
1451,50,94,16,40,1,19,32,24,3
1452,28,88,24,7,30,33,11,5,2
1453,81,73,4,39,19,25,1,96,4
1454,25,10,75,15,43,1,95,27,8
1455,58,1,59,18,67,23,88,24,5
1456,24,10,1,8,56,45,67,39,5
1457,88,31,1,60,48,5,75,3,5
1458,20,2,46,38,25,1,92,28,2
1459,53,75,24,26,40,18,38,28,3
1460,2,4,7,75,61,81,64,32,6
1461,58,1,24,77,3,74,5,73,2
1462,40,96,18,47,52,45,3,15,3
1463,96,1,60,46,27,31,26,16,4
1464,59,26,57,39,17,47,10,18,7
1465,87,98,11,14,1,59,3,12,2
1466,64,24,44,33,95,59,8,26,4
1467,11,20,81,80,1,46,60,44,4
1468,100,5,39,66,24,73,14,96,4
1469,88,47,13,34,1,53,25,30,5
1470,33,96,1,87,24,53,23,22,5
1471,48,1,38,80,100,12,36,52,4
1472,94,75,1,80,58,59,31,73,8
1473,60,31,87,3,45,49,52,61,4
1474,19,99,46,16,38,95,26,80,3
1475,94,2,72,16,1,85,95,17,2
1476,4,53,1,2,3,66,51,20,2
1477,1,47,79,27,88,32,2,97,8
1478,65,1,13,59,18,19,12,35,3
1479,88,70,89,9,78,43,68,54,6
1480,23,1,59,87,54,25,3,4,7
1481,80,9,94,84,24,54,95,62,4
1482,33,23,7,75,46,97,27,71,4
1483,85,40,23,70,39,98,11,1,2
1484,73,16,89,22,67,1,19,32,4
1485,67,33,44,5,1,13,4,89,6
1486,46,66,9,99,49,62,5,94,2
1487,1,74,64,52,82,22,4,33,6
1488,54,18,30,80,52,26,40,61,8
1489,40,23,38,11,56,53,24,80,3
1490,62,56,38,89,94,2,70,3,6
1491,97,14,61,52,11,65,54,50,7
1492,1,41,89,44,94,15,36,73,4
1493,41,87,33,31,53,10,81,4,5
1494,46,7,59,35,18,16,1,87,2
1495,81,80,8,30,53,25,36,32,2
1496,49,96,79,30,31,60,1,8,2
1497,20,25,79,11,77,34,38,54,3
1498,96,28,18,32,82,74,12,6,8
1499,88,24,47,18,64,1,52,12,3
1500,46,38,1,39,100,10,87,83,4
1501,96,54,12,63,3,59,33,10,3
1502,84,61,50,4,77,81,31,1,2
1503,12,54,5,14,33,45,3,68,3
1504,17,82,10,1,26,52,4,11,2
1505,66,44,4,68,3,39,10,6,6
1506,19,26,24,37,5,28,1,38,6
1507,18,81,3,66,10,89,1,61,4
1508,1,88,51,7,3,38,36,17,4
1509,32,46,4,1,24,62,59,47,4
1510,5,32,1,34,17,3,52,26,3
1511,28,1,24,91,33,10,53,11,4
1512,48,58,45,75,54,95,1,46,5
1513,40,26,1,4,14,24,25,38,4
1514,95,5,40,20,75,32,53,10,3
1515,1,77,11,52,18,26,81,17,4
1516,4,82,1,52,31,50,80,36,4
1517,8,47,53,20,25,1,12,81,4
1518,27,1,81,24,17,36,79,83,4
1519,75,12,19,6,53,67,1,87,2
1520,48,56,8,24,80,54,88,18,2
1521,20,81,13,32,83,73,18,75,7
1522,96,86,59,58,52,88,9,38,3
1523,1,33,46,67,10,31,80,23,2
1524,11,1,9,74,45,47,33,22,5
1525,52,11,54,45,72,89,39,1,4
1526,18,26,89,33,59,45,51,86,5
1527,47,31,19,79,30,33,68,25,4
1528,96,87,29,50,31,5,39,19,6
1529,46,5,53,2,6,26,16,50,8
1530,33,4,74,40,94,95,18,90,5
1531,26,96,10,32,52,58,12,87,3
1532,47,42,78,80,9,11,43,16,3
1533,66,53,99,80,17,14,31,19,6
1534,52,38,54,3,12,71,23,1,2
1535,18,1,45,59,20,7,88,32,3
1536,54,1,6,11,40,47,45,52,6
1537,1,49,24,10,94,47,22,45,4
1538,16,23,9,22,35,27,80,1,3
1539,52,40,61,26,6,3,87,1,4
1540,99,22,68,79,3,47,53,81,3
1541,15,13,59,47,54,31,89,76,4
1542,22,94,63,56,27,59,17,60,5
1543,16,87,82,54,75,15,73,74,2
1544,69,36,88,45,32,2,94,24,6
1545,80,33,23,27,28,25,24,87,4
1546,52,91,1,46,59,33,72,25,7
1547,47,95,1,5,4,61,66,31,4
1548,59,2,62,43,96,1,5,75,3
1549,25,54,17,82,60,12,39,49,3
1550,12,75,22,11,1,67,44,89,5
1551,7,65,86,87,76,44,48,1,7
1552,24,39,18,33,23,99,1,88,3
1553,53,46,12,84,80,20,35,41,4
1554,10,96,83,24,17,18,91,1,4
1555,1,37,6,87,82,72,4,5,4
1556,81,5,52,58,1,14,15,10,5
1557,39,21,64,11,12,58,4,96,7
1558,2,81,15,68,42,38,4,16,3
1559,29,80,10,61,32,39,30,54,8
1560,88,25,47,36,79,57,55,2,5
1561,17,1,4,12,20,50,46,26,5
1562,7,16,98,3,31,66,29,94,3
1563,6,57,25,19,17,83,16,44,5
1564,59,26,71,53,3,75,5,40,4
1565,82,25,26,52,95,80,67,10,2
1566,15,96,43,1,3,89,28,40,4
1567,37,82,89,58,38,22,28,52,7
1568,40,36,31,1,87,82,17,20,3
1569,52,82,63,30,16,1,53,73,3
1570,1,94,5,19,88,16,46,26,6
1571,91,61,43,12,15,94,75,19,5
1572,81,34,24,21,9,73,49,3,8
1573,82,96,1,61,33,18,25,12,4
1574,60,6,16,48,25,8,61,74,3
1575,59,94,11,85,38,25,33,53,3
1576,95,33,26,91,20,10,32,74,2
1577,74,5,24,33,21,19,39,80,4
1578,26,3,24,58,31,97,66,37,3
1579,3,87,17,1,61,67,22,85,4
1580,31,68,96,56,15,33,53,75,5
1581,10,1,82,12,33,98,54,81,3
1582,1,67,39,88,47,5,49,10,7
1583,31,1,74,33,67,5,52,47,4
1584,46,66,26,9,31,82,47,16,4
1585,5,28,3,90,76,16,10,17,4
1586,29,53,94,47,17,81,1,82,2
1587,88,73,95,35,12,1,30,25,4
1588,20,11,4,47,1,89,23,3,3
1589,53,59,22,94,5,76,19,38,3
1590,45,89,86,79,12,10,23,55,4
1591,89,60,27,73,12,63,40,26,6
1592,6,10,73,12,3,82,33,87,4
1593,1,66,95,59,32,54,48,12,7
1594,12,26,60,66,20,11,33,38,4
1595,1,50,49,12,34,81,57,28,2
1596,95,96,36,49,89,27,1,47,4
1597,1,50,97,96,32,9,4,47,8
1598,15,7,1,75,93,29,47,59,6
1599,87,1,4,44,53,12,26,8,5
1600,27,5,81,9,59,25,14,67,2
1601,22,3,24,89,59,87,1,53,3
1602,1,7,67,9,3,85,29,12,2
1603,7,25,1,23,29,43,28,16,4
1604,78,40,68,87,39,1,82,46,4
1605,1,3,7,26,24,60,53,11,2
1606,51,59,46,41,54,74,32,60,4
1607,59,76,54,41,94,40,1,95,6
1608,26,1,25,64,52,12,81,96,4
1609,21,43,45,60,65,34,4,52,4
1610,26,2,59,58,38,23,1,94,6
1611,1,68,81,77,17,74,38,66,6
1612,1,46,54,40,30,24,17,47,4
1613,17,1,9,67,47,95,19,82,3
1614,61,1,36,6,18,5,16,73,3
1615,88,51,52,99,83,33,1,25,7
1616,26,53,41,10,4,95,75,55,3
1617,52,10,59,24,68,1,55,32,4
1618,8,82,26,89,46,34,28,52,4
1619,46,32,50,10,1,80,52,17,3
1620,40,43,16,1,5,46,29,73,3
1621,71,21,66,18,10,20,87,5,8
1622,45,39,56,5,73,30,23,38,4
1623,14,42,53,25,61,19,10,17,5
1624,9,45,70,52,48,1,5,4,2
1625,84,74,18,73,47,54,1,39,2
1626,54,82,80,47,37,17,1,9,7
1627,46,13,30,61,48,1,54,89,3
1628,53,19,31,1,17,27,45,25,6
1629,60,94,5,95,88,22,17,70,4
1630,52,17,63,31,11,21,14,79,6
1631,18,12,4,75,42,59,25,73,3
1632,30,19,59,85,29,68,22,76,7
1633,1,33,47,31,14,59,75,94,4
1634,49,74,23,55,1,3,51,27,3
1635,95,82,31,1,32,19,17,29,4
1636,90,77,39,18,73,40,75,11,4
1637,67,40,39,19,46,17,4,75,5
1638,1,31,39,81,46,27,52,63,2
1639,83,1,89,5,33,16,87,30,2
1640,30,60,2,95,61,59,52,80,6
1641,12,1,23,88,24,94,5,17,2
1642,4,49,87,64,32,1,57,86,4
1643,81,32,12,1,14,96,20,35,4
1644,72,80,29,1,39,82,7,38,4
1645,36,17,88,47,84,65,41,23,8
1646,80,66,98,33,50,81,59,87,4
1647,68,25,21,53,18,1,79,38,4
1648,11,24,26,75,82,1,48,59,8
1649,46,6,22,90,38,89,31,37,2
1650,21,10,48,11,95,91,19,59,4
1651,4,26,10,89,32,53,45,35,3
1652,21,37,38,73,75,20,1,53,3
1653,1,45,14,6,97,31,10,32,8
1654,40,54,20,89,36,38,39,25,5
1655,68,85,87,64,91,89,95,47,6
1656,31,3,74,38,6,25,37,5,4
1657,1,56,22,17,62,96,98,12,4
1658,60,82,51,56,27,1,31,57,3
1659,1,82,81,11,52,88,47,5,4
1660,68,33,41,29,18,40,19,63,2
1661,39,87,15,43,1,95,19,18,5
1662,18,54,26,1,20,35,24,32,6
1663,19,36,12,1,94,89,8,4,3
1664,10,46,27,88,1,80,34,67,4
1665,36,31,5,30,55,88,18,89,2
1666,18,82,13,42,12,25,23,8,4
1667,53,96,45,46,54,55,74,67,5
1668,7,94,47,40,59,22,3,96,2
1669,8,12,1,23,48,38,82,10,5
1670,88,24,1,31,21,25,33,59,4
1671,87,18,1,55,32,63,54,33,2
1672,58,5,32,20,15,53,30,95,4
1673,39,37,94,17,1,88,74,87,3
1674,57,79,54,37,20,45,81,53,3
1675,88,13,17,46,18,6,33,1,2
1676,27,10,15,59,45,23,74,12,2
1677,27,13,18,60,8,3,82,22,5
1678,1,11,53,85,41,36,75,25,2
1679,26,35,96,22,10,45,52,82,8
1680,55,87,23,2,1,88,9,65,6
1681,33,26,24,59,98,94,87,17,5
1682,1,40,91,96,67,12,17,31,2
1683,7,27,74,8,31,37,40,1,6
1684,54,1,25,67,7,77,11,80,2
1685,73,5,31,12,87,10,96,35,6
1686,40,31,1,23,48,71,39,38,2
1687,21,92,32,14,1,17,37,38,2
1688,87,24,29,41,68,1,54,26,5
1689,39,33,52,25,24,41,73,1,2
1690,47,11,53,24,25,46,67,73,6
1691,4,92,78,5,96,89,31,12,7
1692,32,11,45,18,39,62,30,95,5
1693,47,23,67,61,95,11,24,89,2
1694,45,81,5,59,63,1,3,56,2
1695,25,100,73,7,5,2,1,82,3
1696,17,82,22,33,95,81,21,52,5
1697,61,83,30,21,53,41,16,68,2
1698,67,8,84,31,53,45,64,1,4
1699,12,53,52,17,75,64,66,4,6
1700,73,8,1,96,10,61,44,4,5
1701,52,73,68,94,29,41,4,5,6
1702,99,73,6,25,9,55,81,66,6
1703,69,33,53,38,88,20,1,43,3
1704,60,9,61,59,11,8,1,76,5
1705,66,10,89,7,40,81,4,18,5
1706,17,71,12,31,1,6,15,10,5
1707,73,57,7,94,18,1,58,68,3
1708,72,81,25,40,14,82,27,28,2
1709,56,73,5,81,18,11,66,21,3
1710,43,12,39,32,54,1,45,18,5
1711,34,3,59,11,42,40,10,1,5
1712,12,47,66,7,18,61,35,39,4
1713,54,30,1,40,47,53,89,23,6
1714,40,81,53,89,24,60,61,64,5
1715,17,73,2,29,46,47,39,61,6
1716,1,35,65,95,2,80,41,13,4
1717,11,10,60,19,68,89,26,1,5
1718,10,46,78,31,30,64,24,17,3
1719,23,94,21,17,80,60,32,19,6
1720,24,22,11,12,44,26,33,1,4
1721,43,45,53,11,46,28,4,16,3
1722,67,41,46,11,40,19,68,31,3
1723,29,21,17,60,23,59,24,41,8
1724,60,25,17,53,45,19,6,88,4
1725,31,7,19,12,38,4,81,52,5
1726,3,85,60,73,96,57,26,14,6
1727,95,18,90,75,55,96,19,26,5
1728,35,96,18,7,1,32,54,5,6
1729,46,4,44,73,10,97,47,3,3
1730,2,1,46,89,3,67,94,42,5
1731,15,25,57,17,81,1,93,63,3
1732,34,95,15,13,39,66,59,35,4
1733,11,38,4,52,19,2,54,39,2
1734,21,12,52,94,1,40,28,88,5
1735,1,74,31,19,60,4,88,87,2
1736,28,10,80,45,52,17,18,46,3
1737,17,7,23,4,59,40,5,1,5
1738,29,31,32,48,1,20,66,26,8
1739,89,59,47,1,32,31,21,22,3
1740,12,68,1,98,10,23,18,45,2
1741,27,30,1,31,26,21,68,82,3
1742,48,89,60,27,12,21,81,1,5
1743,5,1,35,72,81,26,88,16,2
1744,52,60,64,24,11,3,33,62,4
1745,74,25,1,98,95,41,40,58,4
1746,73,57,59,18,3,17,33,42,6
1747,84,92,40,45,3,26,1,21,3
1748,32,67,21,38,84,1,95,27,2
1749,68,59,33,1,12,5,53,81,3
1750,51,65,86,45,73,13,61,33,5
1751,31,66,1,52,22,24,38,69,3
1752,12,17,67,38,80,32,56,27,4
1753,1,59,4,64,29,52,17,89,7
1754,4,96,53,16,74,22,18,25,5
1755,66,33,87,74,10,4,43,59,4
1756,19,27,54,7,81,65,89,91,3
1757,75,95,54,89,100,9,26,1,4
1758,81,55,25,6,32,40,4,66,2
1759,12,1,18,27,52,25,9,58,2
1760,59,57,31,26,81,10,1,96,4
1761,25,42,95,68,46,94,61,57,6
1762,47,29,66,40,53,96,87,46,3
1763,25,46,54,73,38,33,3,52,3
1764,40,60,66,74,1,12,88,28,3
1765,22,17,52,1,74,54,4,10,8
1766,24,56,81,61,66,52,54,96,3
1767,36,44,21,82,81,15,99,23,4
1768,25,33,24,77,19,66,16,56,6
1769,24,61,67,73,46,89,75,96,7
1770,75,45,1,20,38,81,97,10,5
1771,45,85,59,12,19,29,24,1,5
1772,94,66,40,96,73,95,52,37,3
1773,61,1,74,32,46,90,18,38,5
1774,46,43,54,82,12,40,100,89,5
1775,26,24,45,19,11,79,10,18,5
1776,58,10,63,13,80,94,3,26,5
1777,24,94,54,29,57,4,10,3,2
1778,1,35,52,74,67,66,19,30,5
1779,29,84,12,46,15,18,88,68,2
1780,26,24,75,7,90,56,21,43,3
1781,1,31,28,81,73,25,74,8,2
1782,40,26,48,11,58,52,74,69,5
1783,16,12,52,40,1,7,87,82,3
1784,60,19,3,75,80,11,33,57,3
1785,17,87,80,52,25,33,37,1,4
1786,7,47,3,26,89,95,40,59,3
1787,49,13,58,70,73,14,68,38,2
1788,11,46,57,49,33,60,30,3,3
1789,1,23,24,91,88,70,82,32,6
1790,74,32,1,50,73,95,4,89,5
1791,27,30,95,66,88,1,80,45,5
1792,81,67,4,47,87,80,2,53,4
1793,12,94,87,28,73,59,5,82,3
1794,100,29,52,11,5,26,15,39,4
1795,23,82,44,50,95,31,89,40,4
1796,74,61,32,40,56,33,68,36,3
1797,9,1,62,67,73,24,87,95,3
1798,26,30,31,51,19,29,15,25,4
1799,1,54,7,74,53,98,15,10,3
1800,42,33,61,31,39,13,46,43,3
1801,56,53,17,40,38,10,81,25,3
1802,48,27,100,24,35,8,50,55,4
1803,9,43,14,54,1,2,20,10,4
1804,49,43,9,12,24,8,78,21,4
1805,96,98,1,61,10,41,59,18,5
1806,28,12,61,1,34,24,73,47,2
1807,66,1,5,45,81,26,36,52,7
1808,31,52,41,15,1,62,42,54,8
1809,12,29,86,58,8,30,68,84,8
1810,25,11,5,52,45,68,20,18,3
1811,67,26,1,19,4,59,75,2,2
1812,90,44,21,88,47,25,81,13,8
1813,1,62,39,5,4,76,26,54,8
1814,82,95,19,47,89,17,75,88,2
1815,25,5,73,3,58,13,29,46,6
1816,68,12,17,82,74,11,10,40,3
1817,45,26,12,25,17,1,87,61,5
1818,18,2,29,12,39,5,60,9,3
1819,3,1,31,9,57,10,95,17,5
1820,82,5,96,74,60,72,92,67,4
1821,68,75,45,91,4,39,74,52,3
1822,10,11,18,77,84,5,26,1,8
1823,75,61,32,3,74,94,5,1,5
1824,42,1,38,32,18,40,61,33,5
1825,82,32,88,19,9,67,37,40,2
1826,73,16,17,33,44,96,32,46,2
1827,32,18,59,26,72,60,81,73,3
1828,51,18,100,94,81,32,1,17,5
1829,38,30,79,13,17,96,19,46,7
1830,2,5,64,45,81,71,31,13,4
1831,18,4,5,68,12,7,81,25,6
1832,11,5,14,80,95,29,68,52,7
1833,10,74,95,15,17,38,7,54,6
1834,7,9,5,11,1,26,24,3,3
1835,88,6,96,43,53,9,34,60,4
1836,54,34,3,59,97,61,13,1,4
1837,1,5,45,20,26,76,12,96,3
1838,61,45,89,23,1,68,20,37,5
1839,57,28,46,17,25,16,18,96,6
1840,7,68,1,23,31,35,26,10,8
1841,10,17,39,60,89,61,76,14,3
1842,40,26,4,91,61,51,37,45,4
1843,66,88,67,25,38,42,7,74,3
1844,75,38,39,54,96,28,81,47,4
1845,55,11,19,20,73,53,59,15,3
1846,2,45,80,3,59,73,31,33,4
1847,82,1,59,4,47,43,16,53,6
1848,1,40,66,90,6,35,51,95,7
1849,21,80,51,1,90,22,42,91,2
1850,5,17,70,31,26,21,7,82,4
1851,1,74,25,7,11,33,52,64,6
1852,87,50,25,21,88,15,24,28,8
1853,4,25,74,26,82,83,45,46,4
1854,15,51,94,39,18,2,26,22,4
1855,49,9,1,45,87,89,24,40,7
1856,67,45,47,62,1,19,33,95,3
1857,33,74,8,40,45,7,14,73,3
1858,59,14,60,96,30,81,48,94,4
1859,91,6,10,40,71,53,59,38,4
1860,2,1,24,47,51,12,49,59,3
1861,44,10,13,19,89,26,46,15,3
1862,26,12,1,40,35,18,86,19,3
1863,17,11,35,92,89,33,45,98,4
1864,68,1,34,75,51,32,9,10,6
1865,37,6,78,21,87,10,51,46,5
1866,17,47,18,14,49,33,68,55,2
1867,16,1,73,5,94,25,60,20,4
1868,3,73,4,7,94,26,8,10,3
1869,9,1,51,61,18,89,68,95,6
1870,95,37,28,60,25,19,53,33,4
1871,61,41,13,9,17,32,20,76,4
1872,74,1,54,46,19,12,60,17,6
1873,19,32,20,45,96,40,75,28,6
1874,61,68,73,17,38,31,94,8,7
1875,74,42,11,54,53,87,76,32,4
1876,17,34,39,81,53,12,93,55,4
1877,32,60,41,1,18,5,48,75,3
1878,73,50,67,60,74,80,7,53,5
1879,3,25,96,93,5,4,31,38,4
1880,59,25,18,19,54,22,53,21,5
1881,49,45,8,75,38,17,26,62,4
1882,73,59,48,11,44,52,1,5,3
1883,29,68,25,31,32,66,5,46,4
1884,99,75,30,53,3,4,55,42,3
1885,81,98,80,89,1,32,41,66,4
1886,9,1,31,10,95,14,61,17,7
1887,59,66,75,74,43,28,19,88,4
1888,61,52,96,22,45,3,4,47,6
1889,75,59,73,76,68,23,94,85,4
1890,8,11,7,36,4,6,69,1,6
1891,42,28,43,19,32,30,31,80,4
1892,87,10,33,2,28,95,56,48,4
1893,19,66,45,95,1,3,67,53,2
1894,31,24,1,5,19,76,18,4,3
1895,95,18,47,53,44,84,32,74,4
1896,47,63,50,11,39,68,19,61,2
1897,31,34,1,61,7,89,33,98,4
1898,45,13,11,31,44,21,39,23,7
1899,27,29,26,38,46,22,61,9,7
1900,7,39,24,29,2,100,1,47,5
1901,97,26,4,91,1,31,10,18,5
1902,52,1,58,53,24,12,6,95,4
1903,10,24,96,1,52,39,80,60,6
1904,32,18,75,66,100,13,26,81,4
1905,1,53,73,35,82,95,79,88,3
1906,89,3,21,87,95,5,6,64,4
1907,33,5,98,32,26,11,1,35,2
1908,21,5,1,26,47,92,96,3,2
1909,93,50,18,1,27,19,53,8,3
1910,34,11,71,68,39,46,10,8,3
1911,1,67,8,32,25,60,2,10,4
1912,60,59,58,90,8,38,47,45,5
1913,53,75,77,1,10,32,5,24,3
1914,31,96,3,82,44,78,87,46,4
1915,59,38,33,15,95,40,20,60,6
1916,98,19,88,89,46,61,1,24,6
1917,17,26,18,80,82,27,30,1,4
1918,5,25,81,27,89,64,1,29,3
1919,1,25,47,87,84,38,5,34,3
1920,39,33,1,30,59,4,12,22,2
1921,29,39,59,18,89,87,41,10,3
1922,39,26,13,40,4,19,25,74,4
1923,84,32,27,19,16,59,29,99,4
1924,3,17,19,47,7,37,24,10,4
1925,89,61,26,43,25,1,67,88,7
1926,50,59,60,80,28,95,4,1,3
1927,18,66,47,53,25,1,68,89,3
1928,56,25,61,12,52,1,67,44,5
1929,38,67,78,66,6,75,18,5,5
1930,25,26,71,18,4,21,8,1,5
1931,1,4,53,39,31,12,54,75,5
1932,85,39,68,4,36,61,46,11,6
1933,77,76,24,82,11,39,65,20,4
1934,25,4,19,47,56,95,38,52,5
1935,27,96,67,68,24,73,23,11,5
1936,30,17,11,47,1,26,45,38,4
1937,69,73,1,77,74,52,12,16,4
1938,3,82,26,46,5,31,4,52,4
1939,59,94,33,18,20,1,13,39,4
1940,3,100,80,5,94,13,73,89,6
1941,60,10,51,33,89,93,68,81,4
1942,42,89,65,72,26,33,14,45,4
1943,6,34,1,81,67,40,12,52,5
1944,3,6,66,1,45,32,35,8,3
1945,48,19,87,95,8,13,22,96,7
1946,19,73,5,59,61,89,91,47,4
1947,13,48,73,45,91,2,36,3,5
1948,54,57,88,53,7,41,1,37,3
1949,33,61,38,20,15,3,8,94,4
1950,18,1,53,33,60,19,39,29,3
1951,25,69,32,29,81,59,19,79,3
1952,79,24,96,93,74,4,80,63,3
1953,26,68,1,55,56,89,4,59,4
1954,31,67,14,26,10,20,50,52,5
1955,26,63,33,100,52,5,25,96,4
1956,38,18,87,31,54,28,61,12,3
1957,33,1,60,54,94,83,95,18,2
1958,1,23,26,94,28,68,61,47,5
1959,50,24,96,26,83,61,84,53,7
1960,47,2,1,21,66,24,11,81,5
1961,32,52,10,17,8,72,57,31,6
1962,6,1,52,87,11,73,10,100,3
1963,73,2,95,31,54,85,81,67,4
1964,18,39,10,68,24,23,30,43,3
1965,32,22,1,58,30,95,31,74,2
1966,24,26,60,14,75,61,5,22,3
1967,15,81,12,1,45,7,70,19,5
1968,52,18,53,5,87,60,4,77,4
1969,27,25,12,17,9,1,5,33,5
1970,1,7,18,66,89,25,56,42,6
1971,94,88,54,1,67,51,3,13,5
1972,17,36,1,24,12,59,81,57,6
1973,33,95,51,39,73,65,96,18,5
1974,52,4,38,11,40,39,3,18,8
1975,73,43,12,67,1,68,47,32,6
1976,82,53,5,66,81,17,47,95,2
1977,89,74,77,18,13,12,4,73,4
1978,15,67,46,24,74,72,73,12,3
1979,97,54,10,34,59,52,26,42,6
1980,37,1,72,68,66,53,19,54,6
1981,59,61,39,94,3,20,85,67,3
1982,45,32,20,66,31,21,95,94,4
1983,28,26,11,19,41,32,87,47,3
1984,87,23,26,66,1,89,47,94,4
1985,73,1,79,66,67,28,31,30,5
1986,11,18,4,34,87,19,61,89,4
1987,76,91,19,65,53,47,6,39,7
1988,29,99,23,11,94,26,3,25,5
1989,17,67,38,83,39,61,44,66,5
1990,37,31,2,53,97,44,20,66,2
1991,97,48,51,96,80,1,12,19,4
1992,5,57,40,53,56,12,16,11,5
1993,67,60,25,17,1,24,89,74,5
1994,10,93,87,2,7,17,27,52,3
1995,81,7,63,33,83,95,99,24,8
1996,47,46,41,25,12,11,74,1,4
1997,4,90,34,16,52,99,19,51,4
1998,61,8,46,54,84,40,74,16,3
1999,27,12,67,7,44,9,39,18,5
2000,38,8,18,73,1,49,96,75,5
2001,17,19,7,55,89,81,53,32,5
2002,94,64,29,7,13,14,59,4,6
2003,19,24,25,33,92,10,82,80,5
2004,1,67,84,93,59,20,34,82,6
2005,96,39,10,38,67,93,73,8,5
2006,32,52,36,1,19,18,12,13,5
2007,1,96,6,24,41,43,11,54,5
2008,89,12,39,96,1,87,91,67,4
2009,7,45,4,87,19,66,80,54,5
2010,14,1,26,51,45,25,52,9,3
2011,25,28,82,2,32,33,95,66,5
2012,87,73,11,50,45,57,19,81,4
2013,14,53,33,54,58,96,63,4,3
2014,17,74,1,26,82,89,60,31,3
2015,22,54,39,29,53,60,25,81,7
2016,25,26,38,11,33,2,58,41,3
2017,1,37,53,61,26,4,38,82,4
2018,96,61,1,23,2,32,17,31,6
2019,94,22,13,81,88,43,16,25,6
2020,2,12,33,46,14,17,13,36,3
2021,88,74,17,89,7,33,1,52,8
2022,60,74,73,31,15,47,11,65,3
2023,48,95,1,10,61,43,17,12,5
2024,74,33,28,19,31,43,32,14,6
2025,12,25,4,82,45,31,89,33,3
2026,32,91,61,74,19,22,12,11,5
2027,36,12,56,45,75,82,67,7,5
2028,16,10,2,38,76,43,60,3,2
2029,2,32,39,49,20,57,4,1,4
2030,98,81,10,82,5,89,1,40,3
2031,54,1,33,80,25,90,66,3,8
2032,23,54,26,61,50,75,24,3,4
2033,47,87,51,39,94,34,3,20,2
2034,43,11,37,59,2,83,61,4,2
2035,59,23,38,3,1,53,99,19,4
2036,66,60,10,34,31,45,75,16,4
2037,94,16,96,89,20,42,90,22,7
